Wavelength (nm), Intensity (a.u.)
607.290,8.2371e-05
607.300,8.2352e-05
607.310,8.2333e-05
607.320,8.2314e-05
607.330,8.2296e-05
607.340,8.2277e-05
607.350,8.2258e-05
607.360,8.2240e-05
607.370,8.2221e-05
607.380,8.2203e-05
607.390,8.2184e-05
607.400,8.2166e-05
607.410,8.2147e-05
607.420,8.2129e-05
607.430,8.2110e-05
607.440,8.2092e-05
607.450,8.2073e-05
607.460,8.2055e-05
607.470,8.2037e-05
607.480,8.2019e-05
607.490,8.2000e-05
607.500,8.1982e-05
607.510,8.1964e-05
607.520,8.1946e-05
607.530,8.1927e-05
607.540,8.1909e-05
607.550,8.1891e-05
607.560,8.1873e-05
607.570,8.1855e-05
607.580,8.1837e-05
607.590,8.1819e-05
607.600,8.1801e-05
607.610,8.1783e-05
607.620,8.1765e-05
607.630,8.1747e-05
607.640,8.1730e-05
607.650,8.1712e-05
607.660,8.1694e-05
607.670,8.1676e-05
607.680,8.1659e-05
607.690,8.1641e-05
607.700,8.1623e-05
607.710,8.1605e-05
607.720,8.1588e-05
607.730,8.1570e-05
607.740,8.1553e-05
607.750,8.1535e-05
607.760,8.1518e-05
607.770,8.1500e-05
607.780,8.1483e-05
607.790,8.1465e-05
607.800,8.1448e-05
607.810,8.1430e-05
607.820,8.1413e-05
607.830,8.1396e-05
607.840,8.1378e-05
607.850,8.1361e-05
607.860,8.1344e-05
607.870,8.1327e-05
607.880,8.1309e-05
607.890,8.1292e-05
607.900,8.1275e-05
607.910,8.1258e-05
607.920,8.1241e-05
607.930,8.1224e-05
607.940,8.1207e-05
607.950,8.1190e-05
607.960,8.1173e-05
607.970,8.1156e-05
607.980,8.1139e-05
607.990,8.1122e-05
608.000,8.1105e-05
608.010,8.1088e-05
608.020,8.1072e-05
608.030,8.1055e-05
608.040,8.1038e-05
608.050,8.1021e-05
608.060,8.1005e-05
608.070,8.0988e-05
608.080,8.0971e-05
608.090,8.0955e-05
608.100,8.0938e-05
608.110,8.0921e-05
608.120,8.0905e-05
608.130,8.0888e-05
608.140,8.0872e-05
608.150,8.0855e-05
608.160,8.0839e-05
608.170,8.0823e-05
608.180,8.0806e-05
608.190,8.0790e-05
608.200,8.0773e-05
608.210,8.0757e-05
608.220,8.0741e-05
608.230,8.0725e-05
608.240,8.0708e-05
608.250,8.0692e-05
608.260,8.0676e-05
608.270,8.0660e-05
608.280,8.0644e-05
608.290,8.0628e-05
608.300,8.0612e-05
608.310,8.0596e-05
608.320,8.0580e-05
608.330,8.0564e-05
608.340,8.0548e-05
608.350,8.0532e-05
608.360,8.0516e-05
608.370,8.0500e-05
608.380,8.0484e-05
608.390,8.0468e-05
608.400,8.0452e-05
608.410,8.0437e-05
608.420,8.0421e-05
608.430,8.0405e-05
608.440,8.0390e-05
608.450,8.0374e-05
608.460,8.0358e-05
608.470,8.0343e-05
608.480,8.0327e-05
608.490,8.0311e-05
608.500,8.0296e-05
608.510,8.0280e-05
608.520,8.0265e-05
608.530,8.0250e-05
608.540,8.0234e-05
608.550,8.0219e-05
608.560,8.0203e-05
608.570,8.0188e-05
608.580,8.0173e-05
608.590,8.0157e-05
608.600,8.0142e-05
608.610,8.0127e-05
608.620,8.0112e-05
608.630,8.0096e-05
608.640,8.0081e-05
608.650,8.0066e-05
608.660,8.0051e-05
608.670,8.0036e-05
608.680,8.0021e-05
608.690,8.0006e-05
608.700,7.9991e-05
608.710,7.9976e-05
608.720,7.9961e-05
608.730,7.9946e-05
608.740,7.9931e-05
608.750,7.9916e-05
608.760,7.9901e-05
608.770,7.9887e-05
608.780,7.9872e-05
608.790,7.9857e-05
608.800,7.9842e-05
608.810,7.9828e-05
608.820,7.9813e-05
608.830,7.9798e-05
608.840,7.9784e-05
608.850,7.9769e-05
608.860,7.9755e-05
608.870,7.9740e-05
608.880,7.9725e-05
608.890,7.9711e-05
608.900,7.9696e-05
608.910,7.9682e-05
608.920,7.9668e-05
608.930,7.9653e-05
608.940,7.9639e-05
608.950,7.9625e-05
608.960,7.9610e-05
608.970,7.9596e-05
608.980,7.9582e-05
608.990,7.9567e-05
609.000,7.9553e-05
609.010,7.9539e-05
609.020,7.9525e-05
609.030,7.9511e-05
609.040,7.9497e-05
609.050,7.9483e-05
609.060,7.9468e-05
609.070,7.9454e-05
609.080,7.9440e-05
609.090,7.9426e-05
609.100,7.9413e-05
609.110,7.9399e-05
609.120,7.9385e-05
609.130,7.9371e-05
609.140,7.9357e-05
609.150,7.9343e-05
609.160,7.9329e-05
609.170,7.9316e-05
609.180,7.9302e-05
609.190,7.9288e-05
609.200,7.9274e-05
609.210,7.9261e-05
609.220,7.9247e-05
609.230,7.9234e-05
609.240,7.9220e-05
609.250,7.9206e-05
609.260,7.9193e-05
609.270,7.9179e-05
609.280,7.9166e-05
609.290,7.9152e-05
609.300,7.9139e-05
609.310,7.9126e-05
609.320,7.9112e-05
609.330,7.9099e-05
609.340,7.9086e-05
609.350,7.9072e-05
609.360,7.9059e-05
609.370,7.9046e-05
609.380,7.9033e-05
609.390,7.9019e-05
609.400,7.9006e-05
609.410,7.8993e-05
609.420,7.8980e-05
609.430,7.8967e-05
609.440,7.8954e-05
609.450,7.8941e-05
609.460,7.8928e-05
609.470,7.8915e-05
609.480,7.8902e-05
609.490,7.8889e-05
609.500,7.8876e-05
609.510,7.8863e-05
609.520,7.8850e-05
609.530,7.8837e-05
609.540,7.8825e-05
609.550,7.8812e-05
609.560,7.8799e-05
609.570,7.8786e-05
609.580,7.8774e-05
609.590,7.8761e-05
609.600,7.8748e-05
609.610,7.8736e-05
609.620,7.8723e-05
609.630,7.8711e-05
609.640,7.8698e-05
609.650,7.8686e-05
609.660,7.8673e-05
609.670,7.8661e-05
609.680,7.8648e-05
609.690,7.8636e-05
609.700,7.8623e-05
609.710,7.8611e-05
609.720,7.8599e-05
609.730,7.8586e-05
609.740,7.8574e-05
609.750,7.8562e-05
609.760,7.8550e-05
609.770,7.8537e-05
609.780,7.8525e-05
609.790,7.8513e-05
609.800,7.8501e-05
609.810,7.8489e-05
609.820,7.8477e-05
609.830,7.8465e-05
609.840,7.8453e-05
609.850,7.8441e-05
609.860,7.8429e-05
609.870,7.8417e-05
609.880,7.8405e-05
609.890,7.8393e-05
609.900,7.8381e-05
609.910,7.8369e-05
609.920,7.8357e-05
609.930,7.8346e-05
609.940,7.8334e-05
609.950,7.8322e-05
609.960,7.8310e-05
609.970,7.8299e-05
609.980,7.8287e-05
609.990,7.8275e-05
610.000,7.8264e-05
610.010,7.8252e-05
610.020,7.8241e-05
610.030,7.8229e-05
610.040,7.8218e-05
610.050,7.8206e-05
610.060,7.8195e-05
610.070,7.8183e-05
610.080,7.8172e-05
610.090,7.8160e-05
610.100,7.8149e-05
610.110,7.8138e-05
610.120,7.8126e-05
610.130,7.8115e-05
610.140,7.8104e-05
610.150,7.8093e-05
610.160,7.8082e-05
610.170,7.8070e-05
610.180,7.8059e-05
610.190,7.8048e-05
610.200,7.8037e-05
610.210,7.8026e-05
610.220,7.8015e-05
610.230,7.8004e-05
610.240,7.7993e-05
610.250,7.7982e-05
610.260,7.7971e-05
610.270,7.7960e-05
610.280,7.7949e-05
610.290,7.7938e-05
610.300,7.7927e-05
610.310,7.7917e-05
610.320,7.7906e-05
610.330,7.7895e-05
610.340,7.7884e-05
610.350,7.7874e-05
610.360,7.7863e-05
610.370,7.7852e-05
610.380,7.7842e-05
610.390,7.7831e-05
610.400,7.7820e-05
610.410,7.7810e-05
610.420,7.7799e-05
610.430,7.7789e-05
610.440,7.7778e-05
610.450,7.7768e-05
610.460,7.7757e-05
610.470,7.7747e-05
610.480,7.7737e-05
610.490,7.7726e-05
610.500,7.7716e-05
610.510,7.7706e-05
610.520,7.7695e-05
610.530,7.7685e-05
610.540,7.7675e-05
610.550,7.7665e-05
610.560,7.7655e-05
610.570,7.7644e-05
610.580,7.7634e-05
610.590,7.7624e-05
610.600,7.7614e-05
610.610,7.7604e-05
610.620,7.7594e-05
610.630,7.7584e-05
610.640,7.7574e-05
610.650,7.7564e-05
610.660,7.7554e-05
610.670,7.7544e-05
610.680,7.7535e-05
610.690,7.7525e-05
610.700,7.7515e-05
610.710,7.7505e-05
610.720,7.7495e-05
610.730,7.7486e-05
610.740,7.7476e-05
610.750,7.7466e-05
610.760,7.7457e-05
610.770,7.7447e-05
610.780,7.7437e-05
610.790,7.7428e-05
610.800,7.7418e-05
610.810,7.7409e-05
610.820,7.7399e-05
610.830,7.7390e-05
610.840,7.7380e-05
610.850,7.7371e-05
610.860,7.7361e-05
610.870,7.7352e-05
610.880,7.7343e-05
610.890,7.7333e-05
610.900,7.7324e-05
610.910,7.7315e-05
610.920,7.7306e-05
610.930,7.7296e-05
610.940,7.7287e-05
610.950,7.7278e-05
610.960,7.7269e-05
610.970,7.7260e-05
610.980,7.7251e-05
610.990,7.7242e-05
611.000,7.7233e-05
611.010,7.7224e-05
611.020,7.7215e-05
611.030,7.7206e-05
611.040,7.7197e-05
611.050,7.7188e-05
611.060,7.7179e-05
611.070,7.7170e-05
611.080,7.7161e-05
611.090,7.7152e-05
611.100,7.7144e-05
611.110,7.7135e-05
611.120,7.7126e-05
611.130,7.7117e-05
611.140,7.7109e-05
611.150,7.7100e-05
611.160,7.7091e-05
611.170,7.7083e-05
611.180,7.7074e-05
611.190,7.7066e-05
611.200,7.7057e-05
611.210,7.7049e-05
611.220,7.7040e-05
611.230,7.7032e-05
611.240,7.7023e-05
611.250,7.7015e-05
611.260,7.7007e-05
611.270,7.6998e-05
611.280,7.6990e-05
611.290,7.6982e-05
611.300,7.6973e-05
611.310,7.6965e-05
611.320,7.6957e-05
611.330,7.6949e-05
611.340,7.6940e-05
611.350,7.6932e-05
611.360,7.6924e-05
611.370,7.6916e-05
611.380,7.6908e-05
611.390,7.6900e-05
611.400,7.6892e-05
611.410,7.6884e-05
611.420,7.6876e-05
611.430,7.6868e-05
611.440,7.6860e-05
611.450,7.6852e-05
611.460,7.6844e-05
611.470,7.6837e-05
611.480,7.6829e-05
611.490,7.6821e-05
611.500,7.6813e-05
611.510,7.6806e-05
611.520,7.6798e-05
611.530,7.6790e-05
611.540,7.6783e-05
611.550,7.6775e-05
611.560,7.6767e-05
611.570,7.6760e-05
611.580,7.6752e-05
611.590,7.6745e-05
611.600,7.6737e-05
611.610,7.6730e-05
611.620,7.6722e-05
611.630,7.6715e-05
611.640,7.6707e-05
611.650,7.6700e-05
611.660,7.6693e-05
611.670,7.6685e-05
611.680,7.6678e-05
611.690,7.6671e-05
611.700,7.6664e-05
611.710,7.6656e-05
611.720,7.6649e-05
611.730,7.6642e-05
611.740,7.6635e-05
611.750,7.6628e-05
611.760,7.6621e-05
611.770,7.6614e-05
611.780,7.6607e-05
611.790,7.6600e-05
611.800,7.6593e-05
611.810,7.6586e-05
611.820,7.6579e-05
611.830,7.6572e-05
611.840,7.6565e-05
611.850,7.6558e-05
611.860,7.6551e-05
611.870,7.6545e-05
611.880,7.6538e-05
611.890,7.6531e-05
611.900,7.6524e-05
611.910,7.6518e-05
611.920,7.6511e-05
611.930,7.6504e-05
611.940,7.6498e-05
611.950,7.6491e-05
611.960,7.6484e-05
611.970,7.6478e-05
611.980,7.6471e-05
611.990,7.6465e-05
612.000,7.6458e-05
612.010,7.6452e-05
612.020,7.6446e-05
612.030,7.6439e-05
612.040,7.6433e-05
612.050,7.6427e-05
612.060,7.6420e-05
612.070,7.6414e-05
612.080,7.6408e-05
612.090,7.6402e-05
612.100,7.6395e-05
612.110,7.6389e-05
612.120,7.6383e-05
612.130,7.6377e-05
612.140,7.6371e-05
612.150,7.6365e-05
612.160,7.6359e-05
612.170,7.6353e-05
612.180,7.6347e-05
612.190,7.6341e-05
612.200,7.6335e-05
612.210,7.6329e-05
612.220,7.6323e-05
612.230,7.6317e-05
612.240,7.6311e-05
612.250,7.6305e-05
612.260,7.6300e-05
612.270,7.6294e-05
612.280,7.6288e-05
612.290,7.6282e-05
612.300,7.6277e-05
612.310,7.6271e-05
612.320,7.6265e-05
612.330,7.6260e-05
612.340,7.6254e-05
612.350,7.6249e-05
612.360,7.6243e-05
612.370,7.6238e-05
612.380,7.6232e-05
612.390,7.6227e-05
612.400,7.6221e-05
612.410,7.6216e-05
612.420,7.6211e-05
612.430,7.6205e-05
612.440,7.6200e-05
612.450,7.6195e-05
612.460,7.6189e-05
612.470,7.6184e-05
612.480,7.6179e-05
612.490,7.6174e-05
612.500,7.6169e-05
612.510,7.6163e-05
612.520,7.6158e-05
612.530,7.6153e-05
612.540,7.6148e-05
612.550,7.6143e-05
612.560,7.6138e-05
612.570,7.6133e-05
612.580,7.6128e-05
612.590,7.6123e-05
612.600,7.6118e-05
612.610,7.6114e-05
612.620,7.6109e-05
612.630,7.6104e-05
612.640,7.6099e-05
612.650,7.6094e-05
612.660,7.6090e-05
612.670,7.6085e-05
612.680,7.6080e-05
612.690,7.6076e-05
612.700,7.6071e-05
612.710,7.6066e-05
612.720,7.6062e-05
612.730,7.6057e-05
612.740,7.6053e-05
612.750,7.6048e-05
612.760,7.6044e-05
612.770,7.6039e-05
612.780,7.6035e-05
612.790,7.6030e-05
612.800,7.6026e-05
612.810,7.6022e-05
612.820,7.6017e-05
612.830,7.6013e-05
612.840,7.6009e-05
612.850,7.6005e-05
612.860,7.6000e-05
612.870,7.5996e-05
612.880,7.5992e-05
612.890,7.5988e-05
612.900,7.5984e-05
612.910,7.5980e-05
612.920,7.5976e-05
612.930,7.5972e-05
612.940,7.5968e-05
612.950,7.5964e-05
612.960,7.5960e-05
612.970,7.5956e-05
612.980,7.5952e-05
612.990,7.5948e-05
613.000,7.5944e-05
613.010,7.5940e-05
613.020,7.5937e-05
613.030,7.5933e-05
613.040,7.5929e-05
613.050,7.5926e-05
613.060,7.5922e-05
613.070,7.5918e-05
613.080,7.5915e-05
613.090,7.5911e-05
613.100,7.5907e-05
613.110,7.5904e-05
613.120,7.5900e-05
613.130,7.5897e-05
613.140,7.5893e-05
613.150,7.5890e-05
613.160,7.5887e-05
613.170,7.5883e-05
613.180,7.5880e-05
613.190,7.5876e-05
613.200,7.5873e-05
613.210,7.5870e-05
613.220,7.5867e-05
613.230,7.5863e-05
613.240,7.5860e-05
613.250,7.5857e-05
613.260,7.5854e-05
613.270,7.5851e-05
613.280,7.5848e-05
613.290,7.5845e-05
613.300,7.5842e-05
613.310,7.5839e-05
613.320,7.5836e-05
613.330,7.5833e-05
613.340,7.5830e-05
613.350,7.5827e-05
613.360,7.5824e-05
613.370,7.5821e-05
613.380,7.5818e-05
613.390,7.5815e-05
613.400,7.5813e-05
613.410,7.5810e-05
613.420,7.5807e-05
613.430,7.5805e-05
613.440,7.5802e-05
613.450,7.5799e-05
613.460,7.5797e-05
613.470,7.5794e-05
613.480,7.5792e-05
613.490,7.5789e-05
613.500,7.5787e-05
613.510,7.5784e-05
613.520,7.5782e-05
613.530,7.5779e-05
613.540,7.5777e-05
613.550,7.5774e-05
613.560,7.5772e-05
613.570,7.5770e-05
613.580,7.5768e-05
613.590,7.5765e-05
613.600,7.5763e-05
613.610,7.5761e-05
613.620,7.5759e-05
613.630,7.5757e-05
613.640,7.5754e-05
613.650,7.5752e-05
613.660,7.5750e-05
613.670,7.5748e-05
613.680,7.5746e-05
613.690,7.5744e-05
613.700,7.5742e-05
613.710,7.5740e-05
613.720,7.5738e-05
613.730,7.5737e-05
613.740,7.5735e-05
613.750,7.5733e-05
613.760,7.5731e-05
613.770,7.5729e-05
613.780,7.5728e-05
613.790,7.5726e-05
613.800,7.5724e-05
613.810,7.5723e-05
613.820,7.5721e-05
613.830,7.5719e-05
613.840,7.5718e-05
613.850,7.5716e-05
613.860,7.5715e-05
613.870,7.5713e-05
613.880,7.5712e-05
613.890,7.5710e-05
613.900,7.5709e-05
613.910,7.5708e-05
613.920,7.5706e-05
613.930,7.5705e-05
613.940,7.5704e-05
613.950,7.5702e-05
613.960,7.5701e-05
613.970,7.5700e-05
613.980,7.5699e-05
613.990,7.5698e-05
614.000,7.5696e-05
614.010,7.5695e-05
614.020,7.5694e-05
614.030,7.5693e-05
614.040,7.5692e-05
614.050,7.5691e-05
614.060,7.5690e-05
614.070,7.5689e-05
614.080,7.5688e-05
614.090,7.5688e-05
614.100,7.5687e-05
614.110,7.5686e-05
614.120,7.5685e-05
614.130,7.5684e-05
614.140,7.5684e-05
614.150,7.5683e-05
614.160,7.5682e-05
614.170,7.5681e-05
614.180,7.5681e-05
614.190,7.5680e-05
614.200,7.5680e-05
614.210,7.5679e-05
614.220,7.5679e-05
614.230,7.5678e-05
614.240,7.5678e-05
614.250,7.5677e-05
614.260,7.5677e-05
614.270,7.5676e-05
614.280,7.5676e-05
614.290,7.5676e-05
614.300,7.5675e-05
614.310,7.5675e-05
614.320,7.5675e-05
614.330,7.5675e-05
614.340,7.5675e-05
614.350,7.5674e-05
614.360,7.5674e-05
614.370,7.5674e-05
614.380,7.5674e-05
614.390,7.5674e-05
614.400,7.5674e-05
614.410,7.5674e-05
614.420,7.5674e-05
614.430,7.5674e-05
614.440,7.5674e-05
614.450,7.5674e-05
614.460,7.5675e-05
614.470,7.5675e-05
614.480,7.5675e-05
614.490,7.5675e-05
614.500,7.5676e-05
614.510,7.5676e-05
614.520,7.5676e-05
614.530,7.5676e-05
614.540,7.5677e-05
614.550,7.5677e-05
614.560,7.5678e-05
614.570,7.5678e-05
614.580,7.5679e-05
614.590,7.5679e-05
614.600,7.5680e-05
614.610,7.5680e-05
614.620,7.5681e-05
614.630,7.5682e-05
614.640,7.5682e-05
614.650,7.5683e-05
614.660,7.5684e-05
614.670,7.5684e-05
614.680,7.5685e-05
614.690,7.5686e-05
614.700,7.5687e-05
614.710,7.5688e-05
614.720,7.5689e-05
614.730,7.5690e-05
614.740,7.5691e-05
614.750,7.5692e-05
614.760,7.5693e-05
614.770,7.5694e-05
614.780,7.5695e-05
614.790,7.5696e-05
614.800,7.5697e-05
614.810,7.5698e-05
614.820,7.5699e-05
614.830,7.5700e-05
614.840,7.5702e-05
614.850,7.5703e-05
614.860,7.5704e-05
614.870,7.5706e-05
614.880,7.5707e-05
614.890,7.5708e-05
614.900,7.5710e-05
614.910,7.5711e-05
614.920,7.5713e-05
614.930,7.5714e-05
614.940,7.5716e-05
614.950,7.5717e-05
614.960,7.5719e-05
614.970,7.5720e-05
614.980,7.5722e-05
614.990,7.5724e-05
615.000,7.5726e-05
615.010,7.5727e-05
615.020,7.5729e-05
615.030,7.5731e-05
615.040,7.5733e-05
615.050,7.5735e-05
615.060,7.5736e-05
615.070,7.5738e-05
615.080,7.5740e-05
615.090,7.5742e-05
615.100,7.5744e-05
615.110,7.5746e-05
615.120,7.5748e-05
615.130,7.5750e-05
615.140,7.5753e-05
615.150,7.5755e-05
615.160,7.5757e-05
615.170,7.5759e-05
615.180,7.5761e-05
615.190,7.5764e-05
615.200,7.5766e-05
615.210,7.5768e-05
615.220,7.5771e-05
615.230,7.5773e-05
615.240,7.5775e-05
615.250,7.5778e-05
615.260,7.5780e-05
615.270,7.5783e-05
615.280,7.5785e-05
615.290,7.5788e-05
615.300,7.5790e-05
615.310,7.5793e-05
615.320,7.5796e-05
615.330,7.5798e-05
615.340,7.5801e-05
615.350,7.5804e-05
615.360,7.5807e-05
615.370,7.5809e-05
615.380,7.5812e-05
615.390,7.5815e-05
615.400,7.5818e-05
615.410,7.5821e-05
615.420,7.5824e-05
615.430,7.5827e-05
615.440,7.5830e-05
615.450,7.5833e-05
615.460,7.5836e-05
615.470,7.5839e-05
615.480,7.5842e-05
615.490,7.5845e-05
615.500,7.5849e-05
615.510,7.5852e-05
615.520,7.5855e-05
615.530,7.5858e-05
615.540,7.5862e-05
615.550,7.5865e-05
615.560,7.5868e-05
615.570,7.5872e-05
615.580,7.5875e-05
615.590,7.5879e-05
615.600,7.5882e-05
615.610,7.5886e-05
615.620,7.5889e-05
615.630,7.5893e-05
615.640,7.5896e-05
615.650,7.5900e-05
615.660,7.5904e-05
615.670,7.5907e-05
615.680,7.5911e-05
615.690,7.5915e-05
615.700,7.5919e-05
615.710,7.5923e-05
615.720,7.5926e-05
615.730,7.5930e-05
615.740,7.5934e-05
615.750,7.5938e-05
615.760,7.5942e-05
615.770,7.5946e-05
615.780,7.5950e-05
615.790,7.5954e-05
615.800,7.5958e-05
615.810,7.5963e-05
615.820,7.5967e-05
615.830,7.5971e-05
615.840,7.5975e-05
615.850,7.5979e-05
615.860,7.5984e-05
615.870,7.5988e-05
615.880,7.5992e-05
615.890,7.5997e-05
615.900,7.6001e-05
615.910,7.6006e-05
615.920,7.6010e-05
615.930,7.6015e-05
615.940,7.6019e-05
615.950,7.6024e-05
615.960,7.6028e-05
615.970,7.6033e-05
615.980,7.6038e-05
615.990,7.6042e-05
616.000,7.6047e-05
616.010,7.6052e-05
616.020,7.6057e-05
616.030,7.6061e-05
616.040,7.6066e-05
616.050,7.6071e-05
616.060,7.6076e-05
616.070,7.6081e-05
616.080,7.6086e-05
616.090,7.6091e-05
616.100,7.6096e-05
616.110,7.6101e-05
616.120,7.6106e-05
616.130,7.6111e-05
616.140,7.6117e-05
616.150,7.6122e-05
616.160,7.6127e-05
616.170,7.6132e-05
616.180,7.6137e-05
616.190,7.6143e-05
616.200,7.6148e-05
616.210,7.6154e-05
616.220,7.6159e-05
616.230,7.6164e-05
616.240,7.6170e-05
616.250,7.6175e-05
616.260,7.6181e-05
616.270,7.6187e-05
616.280,7.6192e-05
616.290,7.6198e-05
616.300,7.6203e-05
616.310,7.6209e-05
616.320,7.6215e-05
616.330,7.6221e-05
616.340,7.6227e-05
616.350,7.6232e-05
616.360,7.6238e-05
616.370,7.6244e-05
616.380,7.6250e-05
616.390,7.6256e-05
616.400,7.6262e-05
616.410,7.6268e-05
616.420,7.6274e-05
616.430,7.6280e-05
616.440,7.6286e-05
616.450,7.6292e-05
616.460,7.6299e-05
616.470,7.6305e-05
616.480,7.6311e-05
616.490,7.6317e-05
616.500,7.6324e-05
616.510,7.6330e-05
616.520,7.6336e-05
616.530,7.6343e-05
616.540,7.6349e-05
616.550,7.6356e-05
616.560,7.6362e-05
616.570,7.6369e-05
616.580,7.6375e-05
616.590,7.6382e-05
616.600,7.6389e-05
616.610,7.6395e-05
616.620,7.6402e-05
616.630,7.6409e-05
616.640,7.6416e-05
616.650,7.6422e-05
616.660,7.6429e-05
616.670,7.6436e-05
616.680,7.6443e-05
616.690,7.6450e-05
616.700,7.6457e-05
616.710,7.6464e-05
616.720,7.6471e-05
616.730,7.6478e-05
616.740,7.6485e-05
616.750,7.6492e-05
616.760,7.6500e-05
616.770,7.6507e-05
616.780,7.6514e-05
616.790,7.6521e-05
616.800,7.6529e-05
616.810,7.6536e-05
616.820,7.6543e-05
616.830,7.6551e-05
616.840,7.6558e-05
616.850,7.6566e-05
616.860,7.6573e-05
616.870,7.6581e-05
616.880,7.6588e-05
616.890,7.6596e-05
616.900,7.6604e-05
616.910,7.6611e-05
616.920,7.6619e-05
616.930,7.6627e-05
616.940,7.6634e-05
616.950,7.6642e-05
616.960,7.6650e-05
616.970,7.6658e-05
616.980,7.6666e-05
616.990,7.6674e-05
617.000,7.6682e-05
617.010,7.6690e-05
617.020,7.6698e-05
617.030,7.6706e-05
617.040,7.6714e-05
617.050,7.6722e-05
617.060,7.6730e-05
617.070,7.6739e-05
617.080,7.6747e-05
617.090,7.6755e-05
617.100,7.6764e-05
617.110,7.6772e-05
617.120,7.6780e-05
617.130,7.6789e-05
617.140,7.6797e-05
617.150,7.6806e-05
617.160,7.6814e-05
617.170,7.6823e-05
617.180,7.6831e-05
617.190,7.6840e-05
617.200,7.6849e-05
617.210,7.6857e-05
617.220,7.6866e-05
617.230,7.6875e-05
617.240,7.6884e-05
617.250,7.6893e-05
617.260,7.6901e-05
617.270,7.6910e-05
617.280,7.6919e-05
617.290,7.6928e-05
617.300,7.6937e-05
617.310,7.6946e-05
617.320,7.6955e-05
617.330,7.6965e-05
617.340,7.6974e-05
617.350,7.6983e-05
617.360,7.6992e-05
617.370,7.7001e-05
617.380,7.7011e-05
617.390,7.7020e-05
617.400,7.7029e-05
617.410,7.7039e-05
617.420,7.7048e-05
617.430,7.7058e-05
617.440,7.7067e-05
617.450,7.7077e-05
617.460,7.7086e-05
617.470,7.7096e-05
617.480,7.7106e-05
617.490,7.7115e-05
617.500,7.7125e-05
617.510,7.7135e-05
617.520,7.7145e-05
617.530,7.7154e-05
617.540,7.7164e-05
617.550,7.7174e-05
617.560,7.7184e-05
617.570,7.7194e-05
617.580,7.7204e-05
617.590,7.7214e-05
617.600,7.7224e-05
617.610,7.7234e-05
617.620,7.7245e-05
617.630,7.7255e-05
617.640,7.7265e-05
617.650,7.7275e-05
617.660,7.7286e-05
617.670,7.7296e-05
617.680,7.7306e-05
617.690,7.7317e-05
617.700,7.7327e-05
617.710,7.7338e-05
617.720,7.7348e-05
617.730,7.7359e-05
617.740,7.7369e-05
617.750,7.7380e-05
617.760,7.7391e-05
617.770,7.7401e-05
617.780,7.7412e-05
617.790,7.7423e-05
617.800,7.7434e-05
617.810,7.7444e-05
617.820,7.7455e-05
617.830,7.7466e-05
617.840,7.7477e-05
617.850,7.7488e-05
617.860,7.7499e-05
617.870,7.7510e-05
617.880,7.7521e-05
617.890,7.7532e-05
617.900,7.7544e-05
617.910,7.7555e-05
617.920,7.7566e-05
617.930,7.7577e-05
617.940,7.7589e-05
617.950,7.7600e-05
617.960,7.7611e-05
617.970,7.7623e-05
617.980,7.7634e-05
617.990,7.7646e-05
618.000,7.7657e-05
618.010,7.7669e-05
618.020,7.7681e-05
618.030,7.7692e-05
618.040,7.7704e-05
618.050,7.7716e-05
618.060,7.7728e-05
618.070,7.7739e-05
618.080,7.7751e-05
618.090,7.7763e-05
618.100,7.7775e-05
618.110,7.7787e-05
618.120,7.7799e-05
618.130,7.7811e-05
618.140,7.7823e-05
618.150,7.7835e-05
618.160,7.7847e-05
618.170,7.7860e-05
618.180,7.7872e-05
618.190,7.7884e-05
618.200,7.7896e-05
618.210,7.7909e-05
618.220,7.7921e-05
618.230,7.7934e-05
618.240,7.7946e-05
618.250,7.7959e-05
618.260,7.7971e-05
618.270,7.7984e-05
618.280,7.7996e-05
618.290,7.8009e-05
618.300,7.8022e-05
618.310,7.8034e-05
618.320,7.8047e-05
618.330,7.8060e-05
618.340,7.8073e-05
618.350,7.8086e-05
618.360,7.8099e-05
618.370,7.8112e-05
618.380,7.8125e-05
618.390,7.8138e-05
618.400,7.8151e-05
618.410,7.8164e-05
618.420,7.8177e-05
618.430,7.8190e-05
618.440,7.8203e-05
618.450,7.8217e-05
618.460,7.8230e-05
618.470,7.8243e-05
618.480,7.8257e-05
618.490,7.8270e-05
618.500,7.8284e-05
618.510,7.8297e-05
618.520,7.8311e-05
618.530,7.8324e-05
618.540,7.8338e-05
618.550,7.8352e-05
618.560,7.8365e-05
618.570,7.8379e-05
618.580,7.8393e-05
618.590,7.8407e-05
618.600,7.8421e-05
618.610,7.8435e-05
618.620,7.8449e-05
618.630,7.8463e-05
618.640,7.8477e-05
618.650,7.8491e-05
618.660,7.8505e-05
618.670,7.8519e-05
618.680,7.8533e-05
618.690,7.8547e-05
618.700,7.8562e-05
618.710,7.8576e-05
618.720,7.8590e-05
618.730,7.8605e-05
618.740,7.8619e-05
618.750,7.8634e-05
618.760,7.8648e-05
618.770,7.8663e-05
618.780,7.8677e-05
618.790,7.8692e-05
618.800,7.8707e-05
618.810,7.8722e-05
618.820,7.8736e-05
618.830,7.8751e-05
618.840,7.8766e-05
618.850,7.8781e-05
618.860,7.8796e-05
618.870,7.8811e-05
618.880,7.8826e-05
618.890,7.8841e-05
618.900,7.8856e-05
618.910,7.8871e-05
618.920,7.8886e-05
618.930,7.8902e-05
